"BusinessId","Business","Address1","Address2","City","County","State","Zip","PhonePrimary","URL","MailAddress","MailCity","MailState","MailZip","Email","Profiles","DateStamp","LastUpdated","fullAddress","lon","lat"
4309232,"CVS/Pharmacy","9009 Silverbrook Rd","","Fairfax Station","Fairfax","Virginia",22039,"7034938531","http://Cvs.Com","9009 Silverbrook Rd","Fairfax Station","Virginia",22039,"","Food Retailer","Jan 10 2017 09:23:18:000PM","Jan 10 2017 09:23:18:000PM","9009 Silverbrook Rd Fairfax Station Virginia 22039",-77.2567694,38.727736
4309188,"CVS/Pharmacy","3919 Centreville Rd","","Chantilly","Fairfax","Virginia",20151,"7033782337","http://Cvs.Com","3919 Centreville Rd","Chantilly","Virginia",20151,"","Food Retailer","Jan 10 2017 09:23:11:000PM","Jan 10 2017 09:23:11:000PM","3919 Centreville Rd Chantilly Virginia 20151",-77.4300805,38.894947
4309236,"CVS/Pharmacy","6164 Arlington Blvd","","Falls Church","Fairfax","Virginia",22044,"7035330636","http://Cvs.Com","6164 Arlington Blvd","Falls Church","Virginia",22044,"","Food Retailer","Jan 10 2017 09:23:18:000PM","Jan 10 2017 09:23:18:000PM","6164 Arlington Blvd Falls Church Virginia 22044",-77.1465991,38.8698237
4309237,"CVS/Pharmacy","6637 Arlington Blvd","","Falls Church","Fairfax","Virginia",22042,"7035386918","http://Cvs.Com","6637 Arlington Blvd","Falls Church","Virginia",22042,"","Food Retailer","Jan 10 2017 09:23:19:000PM","Jan 10 2017 09:23:19:000PM","6637 Arlington Blvd Falls Church Virginia 22042",-77.1729156,38.8692826
4309238,"CVS/Pharmacy","7275 Arlington Blvd","","Falls Church","Fairfax","Virginia",22042,"7035732138","http://Cvs.Com","7275 Arlington Blvd","Falls Church","Virginia",22042,"","Food Retailer","Jan 10 2017 09:23:19:000PM","Jan 10 2017 09:23:19:000PM","7275 Arlington Blvd Falls Church Virginia 22042",-77.1981057,38.8645049
4309239,"CVS/Pharmacy","8124 Arlington Blvd","","Falls Church","Fairfax","Virginia",22042,"7035607280","http://Cvs.Com","8124 Arlington Blvd","Falls Church","Virginia",22042,"","Food Retailer","Jan 10 2017 09:23:19:000PM","Jan 10 2017 09:23:19:000PM","8124 Arlington Blvd Falls Church Virginia 22042",-77.2262989,38.8669769
4309255,"CVS/Pharmacy","9871 Georgetown Pike","","Great Falls","Fairfax","Virginia",22066,"7037592428","http://Cvs.Com","9871 Georgetown Pike","Great Falls","Virginia",22066,"","Food Retailer","Jan 10 2017 09:23:21:000PM","Jan 10 2017 09:23:21:000PM","9871 Georgetown Pike Great Falls Virginia 22066",-77.2872754,38.9960796
4309154,"CVS/Pharmacy","1100 Wilson Blvd # 1","","Arlington","Arlington","Virginia",22209,"7032430036","http://Cvs.Com","1100 Wilson Blvd # 1","Arlington","Virginia",22209,"","Food Retailer","Jan 10 2017 09:23:06:000PM","Jan 10 2017 09:23:06:000PM","1100 Wilson Blvd  1 Arlington Virginia 22209",-77.0703873,38.8944868
4309155,"CVS/Pharmacy","1201 S Hayes St","","Arlington","Arlington","Virginia",22202,"7034183790","http://Cvs.Com","1201 S Hayes St","Arlington","Virginia",22202,"","Food Retailer","Jan 10 2017 09:23:06:000PM","Jan 10 2017 09:23:06:000PM","1201 S Hayes St Arlington Virginia 22202",-77.0592377,38.8623896
4309156,"CVS/Pharmacy","1555 Wilson Blvd","","Arlington","Arlington","Virginia",22209,"7035246895","http://Cvs.Com","1555 Wilson Blvd","Arlington","Virginia",22209,"","Food Retailer","Jan 10 2017 09:23:06:000PM","Jan 10 2017 09:23:06:000PM","1555 Wilson Blvd Arlington Virginia 22209",-77.0760967,38.8948868
4309157,"CVS/Pharmacy","2121 15th St N","","Arlington","Arlington","Virginia",22201,"7032434239","http://Cvs.Com","2121 15th St N","Arlington","Virginia",22201,"","Food Retailer","Jan 10 2017 09:23:07:000PM","Jan 10 2017 09:23:07:000PM","2121 15th St N Arlington Virginia 22201",-77.0850922,38.8910064
4309158,"CVS/Pharmacy","2400 Jefferson Davis Hwy","","Arlington","Arlington","Virginia",22202,"7034180812","http://Cvs.Com","2400 Jefferson Davis Hwy","Arlington","Virginia",22202,"","Food Retailer","Jan 10 2017 09:23:07:000PM","Jan 10 2017 09:23:07:000PM","2400 Jefferson Davis Hwy Arlington Virginia 22202",-77.402552,38.4418741
4309159,"CVS/Pharmacy","256 N Glebe Rd","","Arlington","Arlington","Virginia",22203,"7035221202","http://Cvs.Com","256 N Glebe Rd","Arlington","Virginia",22203,"","Food Retailer","Jan 10 2017 09:23:07:000PM","Jan 10 2017 09:23:07:000PM","256 N Glebe Rd Arlington Virginia 22203",-77.1053224,38.8733888
4309160,"CVS/Pharmacy","2601 Columbia Pike","","Arlington","Arlington","Virginia",22204,"7032717910","http://Cvs.Com","2601 Columbia Pike","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:23:07:000PM","Jan 10 2017 09:23:07:000PM","2601 Columbia Pike Arlington Virginia 22204",-77.0853607,38.8633636
4309161,"CVS/Pharmacy","2900 10th St N","","Arlington","Arlington","Virginia",22201,"7035242617","http://Cvs.Com","2900 10th St N","Arlington","Virginia",22201,"","Food Retailer","Jan 10 2017 09:23:07:000PM","Jan 10 2017 09:23:07:000PM","2900 10th St N Arlington Virginia 22201",-77.0933331,38.884186
