STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
51,740,212500,2142,+36.800062,-076.340329
51,740,212600,1141,+36.809669,-076.333814
51,740,212701,6069,+36.798853,-076.366123
51,740,212702,3438,+36.794118,-076.355535
51,740,212801,4616,+36.812847,-076.373322
51,740,212802,2765,+36.812679,-076.388755
51,740,212900,5392,+36.825060,-076.376727
51,740,213001,5814,+36.861836,-076.365687
51,740,213002,4179,+36.854736,-076.382273
51,740,213101,4844,+36.869959,-076.404285
51,740,213103,6649,+36.880867,-076.386602
51,740,213104,4253,+36.882368,-076.400214
51,740,213200,2070,+36.842233,-076.311025
51,740,980100,78,+36.813621,-076.309588
51,750,010101,4148,+37.134223,-080.553762
51,750,010102,5672,+37.135048,-080.543979
51,750,010200,6588,+37.119697,-080.574808
51,760,010200,3988,+37.590908,-077.460016
51,760,010300,1266,+37.589319,-077.442676
51,760,010401,2821,+37.588412,-077.452892
51,760,010402,3163,+37.578992,-077.450607
51,760,010500,1439,+37.580655,-077.438027
51,760,010600,1978,+37.572046,-077.439917
51,760,010700,2338,+37.574810,-077.430207
51,760,010800,4016,+37.575239,-077.420687
51,760,010900,2957,+37.565768,-077.418271
51,760,011000,1997,+37.563687,-077.431305
51,760,011100,2932,+37.563015,-077.445120
51,760,020100,1669,+37.554502,-077.416186
51,760,020200,3811,+37.547020,-077.402616
51,760,020300,1630,+37.541996,-077.408755
51,760,020400,5115,+37.547065,-077.419616
51,760,020500,3851,+37.532754,-077.422698
51,760,020600,1544,+37.533264,-077.416171
51,760,020700,1155,+37.536886,-077.411894
51,760,020800,1410,+37.528163,-077.412408
51,760,020900,2619,+37.532049,-077.403341
51,760,021000,1567,+37.520625,-077.395356
51,760,021100,1432,+37.517692,-077.402449
51,760,021200,1575,+37.511537,-077.399669
51,760,030100,2895,+37.553184,-077.436237
51,760,030200,2055,+37.547405,-077.439194
51,760,030500,4029,+37.542785,-077.442571
51,760,040200,3900,+37.555341,-077.452900
51,760,040300,4101,+37.547135,-077.450828
51,760,040400,4032,+37.551158,-077.457168
51,760,040500,3152,+37.557345,-077.466471
51,760,040600,1810,+37.561451,-077.474036
51,760,040700,2373,+37.562841,-077.480479
51,760,040800,1364,+37.556731,-077.484045
51,760,040900,2544,+37.554791,-077.478375
51,760,041000,2625,+37.553436,-077.468211
51,760,041100,3724,+37.549135,-077.467367
51,760,041200,1179,+37.539240,-077.451315
51,760,041300,3100,+37.539185,-077.464945
51,760,041400,2252,+37.543919,-077.469925
51,760,041600,1440,+37.546255,-077.485886
51,760,050100,2577,+37.568513,-077.486711
51,760,050200,3006,+37.570569,-077.495804
51,760,050300,1267,+37.562122,-077.497158
51,760,050400,2907,+37.572860,-077.509779
51,760,050500,5439,+37.578343,-077.533170
51,760,050600,2378,+37.558275,-077.505669
51,760,060200,2078,+37.510195,-077.442364
51,760,060400,5148,+37.510160,-077.468013
51,760,060500,5858,+37.517312,-077.475746
51,760,060600,2416,+37.522972,-077.489906
51,760,060700,5010,+37.500561,-077.442440
51,760,060800,3585,+37.482113,-077.441374
51,760,060900,1311,+37.466385,-077.444190
51,760,061000,3284,+37.521072,-077.445538
51,760,070100,4706,+37.544705,-077.574690
51,760,070300,3410,+37.537794,-077.540119
51,760,070400,3836,+37.544528,-077.525024
51,760,070601,5660,+37.497311,-077.487756
51,760,070602,2398,+37.494509,-077.476035
51,760,070700,4754,+37.489619,-077.509921
51,760,070801,7291,+37.478115,-077.494923
51,760,070802,2703,+37.470198,-077.477006
51,760,070900,6635,+37.481542,-077.463115
51,760,071001,5325,+37.511199,-077.517503
51,760,071002,3423,+37.514053,-077.503529
51,760,071100,4961,+37.524944,-077.508462
51,770,000100,3794,+37.296480,-079.987551
51,770,000300,4842,+37.307159,-079.955493
51,770,000400,4761,+37.315259,-079.942522
51,770,000500,4615,+37.296686,-079.937157
51,770,000601,4905,+37.307482,-079.919991
51,770,000602,3508,+37.291520,-079.899572
51,770,000900,5361,+37.285769,-079.994784
51,770,001000,2192,+37.273033,-079.963778
51,770,001100,1204,+37.270992,-079.946405
51,770,001200,3405,+37.263855,-079.949566
51,770,001800,3958,+37.261568,-079.968900
51,770,001900,4936,+37.265981,-079.984923
51,770,002100,3468,+37.254953,-080.018482
51,770,002200,2844,+37.286350,-080.012866
51,770,002300,6971,+37.308560,-079.996855
51,770,002400,3816,+37.289791,-079.965567
51,770,002500,5641,+37.283557,-079.951160
51,770,002600,3215,+37.272552,-079.926394
51,770,002700,5395,+37.265424,-079.924055
51,770,002800,5414,+37.245064,-079.924086
51,770,002900,5130,+37.238387,-079.954728
51,770,003000,3820,+37.246548,-079.971649
51,770,003100,3837,+37.253949,-079.992102
51,775,010100,5766,+37.300541,-080.037176
51,775,010200,6344,+37.295122,-080.077378
51,775,010300,4658,+37.281849,-080.040231
51,775,010501,3357,+37.266168,-080.048356
51,775,010502,4677,+37.274678,-080.069968
51,790,000100,1054,+38.149564,-079.074023
51,790,000200,3755,+38.148795,-079.092676
51,790,000300,5126,+38.161989,-079.093485
51,790,000400,7115,+38.170913,-079.072720
51,790,000500,2990,+38.158306,-079.061237
51,790,000600,3706,+38.137863,-079.066223
51,800,065100,2269,+36.732417,-076.567936
51,800,065200,2049,+36.738027,-076.582160
51,800,065300,3361,+36.728993,-076.592731
51,800,065400,3739,+36.720281,-076.588293
51,800,065500,2772,+36.722509,-076.570518
51,800,075101,7351,+36.881307,-076.417675
51,800,075102,4182,+36.879184,-076.453423
51,800,075201,4718,+36.845689,-076.505264
51,800,075202,1260,+36.828027,-076.475115
51,800,075203,3284,+36.846502,-076.469741
51,800,075204,4795,+36.851026,-076.448001
51,800,075301,2160,+36.902992,-076.498731
51,800,075302,2333,+36.853192,-076.568259
51,800,075401,2544,+36.760004,-076.589027
51,800,075402,3614,+36.773574,-076.573105
51,800,075403,4182,+36.779919,-076.598701
51,800,075404,935,+36.751071,-076.631901
51,800,075405,2236,+36.774442,-076.671761
51,800,075501,4711,+36.751030,-076.549664
51,800,075502,4002,+36.793506,-076.525893
51,800,075601,3574,+36.716921,-076.559837
51,800,075602,1397,+36.605460,-076.598928
51,800,075701,1684,+36.717587,-076.611243
51,800,075702,3574,+36.716437,-076.643024
51,800,075703,1551,+36.686230,-076.648063
51,800,075801,3098,+36.624486,-076.699738
51,800,075802,1755,+36.618584,-076.811121
51,800,075803,1455,+36.678945,-076.808996
51,810,040000,3976,+36.915043,-076.153080
51,810,040200,5283,+36.869275,-076.183280
51,810,040402,6995,+36.867497,-076.171653
51,810,040403,3810,+36.899737,-076.173973
51,810,040404,6718,+36.877959,-076.167674
51,810,040600,5879,+36.853785,-076.166552
51,810,040801,4107,+36.866086,-076.139312
51,810,040802,4771,+36.860804,-076.156494
51,810,041002,2043,+36.837990,-076.144833
51,810,041003,3512,+36.855197,-076.136628
51,810,041004,3963,+36.849303,-076.145939
51,810,041200,5997,+36.888911,-076.147320
51,810,041400,5145,+36.890368,-076.126343
51,810,041600,3325,+36.866363,-076.125061
51,810,041801,4334,+36.907671,-076.135736
51,810,041802,5788,+36.909177,-076.115477
51,810,042000,3502,+36.876313,-076.088842
51,810,042201,3625,+36.862411,-076.096843
51,810,042202,4468,+36.851193,-076.081513
51,810,042400,4837,+36.846808,-076.100551
51,810,042600,2488,+36.842156,-076.071419
51,810,042801,5775,+36.828216,-076.088016
51,810,042802,4549,+36.832194,-076.079286
51,810,043002,4259,+36.890608,-076.054663
51,810,043003,4228,+36.909861,-076.078881
51,810,043004,3803,+36.909881,-076.059267
51,810,043200,1134,+36.920457,-076.002746
51,810,043400,2055,+36.901748,-075.992488
51,810,043600,1724,+36.882056,-075.988897
51,810,043800,3714,+36.871328,-075.991357
51,810,044001,5535,+36.851363,-075.993824
51,810,044003,5469,+36.833410,-075.977676
51,810,044004,2069,+36.850661,-075.980706
51,810,044200,6587,+36.837330,-075.992483
51,810,044401,3628,+36.866986,-076.051820
51,810,044402,5881,+36.863975,-076.036255
51,810,044600,5999,+36.869709,-076.021359
51,810,044805,3277,+36.847296,-076.022304
51,810,044806,3758,+36.842960,-076.015300
51,810,044807,5762,+36.851132,-076.038300
51,810,044808,3986,+36.848704,-076.055447
51,810,045000,1298,+36.807979,-076.029308
51,810,045200,3734,+36.798878,-075.975939
51,810,045405,4651,+36.802144,-076.094203
51,810,045406,9254,+36.794313,-076.084926
51,810,045407,4434,+36.816166,-076.064346
51,810,045408,6415,+36.789271,-076.009932
51,810,045412,1658,+36.731700,-075.952341
51,810,045414,6161,+36.812018,-076.088626
51,810,045415,1974,+36.812740,-076.077881
51,810,045417,9169,+36.769403,-076.036757
51,810,045420,4636,+36.751121,-075.995129
51,810,045421,3656,+36.770386,-076.060357
51,810,045422,4972,+36.770638,-076.072666
51,810,045423,8805,+36.737857,-076.071811
51,810,045424,4442,+36.741973,-076.026881
51,810,045425,2976,+36.768468,-076.006036
51,810,045426,6739,+36.769759,-075.993631
51,810,045427,6281,+36.777910,-075.981490
51,810,045428,1462,+36.791903,-075.985598
51,810,045601,2795,+36.848754,-076.115136
51,810,045603,1689,+36.841535,-076.125813
51,810,045604,6335,+36.836611,-076.119619
51,810,045801,4525,+36.828823,-076.113377
51,810,045803,3202,+36.818132,-076.129456
51,810,045805,1344,+36.827013,-076.101758
51,810,045806,4086,+36.819497,-076.104849
51,810,045807,1518,+36.819512,-076.114824
51,810,045808,2330,+36.813660,-076.118994
51,810,045809,6293,+36.808653,-076.107022
51,810,045810,2067,+36.798568,-076.105141
51,810,046002,5126,+36.819053,-076.178686
51,810,046005,6605,+36.828032,-076.148529
51,810,046006,4510,+36.813200,-076.149849
51,810,046009,4932,+36.832869,-076.172586
51,810,046010,3132,+36.835868,-076.187049
51,810,046011,1515,+36.810398,-076.132690
51,810,046012,7772,+36.802251,-076.121448
51,810,046013,4397,+36.791492,-076.105875
51,810,046014,4342,+36.784033,-076.115323
51,810,046015,5403,+36.772878,-076.114003
51,810,046016,3447,+36.753253,-076.124371
51,810,046204,4639,+36.822648,-076.209968
51,810,046206,5185,+36.808564,-076.179531
51,810,046207,7044,+36.791066,-076.191167
51,810,046211,3063,+36.803890,-076.164681
51,810,046212,4062,+36.799901,-076.149206
51,810,046213,6149,+36.791509,-076.157692
51,810,046214,5208,+36.792392,-076.140128
51,810,046216,5939,+36.770405,-076.137570
51,810,046217,4354,+36.768766,-076.177393
51,810,046219,3733,+36.771912,-076.195636
51,810,046220,4683,+36.806813,-076.212814
51,810,046221,3716,+36.804918,-076.203321
51,810,046222,5424,+36.779493,-076.177970
51,810,046223,2731,+36.788615,-076.172116
51,810,046224,4446,+36.780328,-076.152104
51,810,046225,4780,+36.782531,-076.137452
51,810,046400,4998,+36.635926,-076.033475
51,810,990100,0,+36.848740,-075.972358
51,820,003100,1217,+38.069447,-078.889767
51,820,003200,5240,+38.067808,-078.876118
51,820,003300,4538,+38.080970,-078.890320
51,820,003400,5365,+38.074632,-078.905784
51,820,003500,4646,+38.065653,-078.917721
51,830,370100,4138,+37.263114,-076.712396
51,830,370200,2708,+37.281038,-076.686906
51,830,370300,7222,+37.281233,-076.723276
51,840,000100,6657,+39.186275,-078.153063
51,840,000201,3417,+39.194147,-078.171351
51,840,000202,5736,+39.174949,-078.181872
51,840,000301,5066,+39.172752,-078.165301
51,840,000302,5327,+39.151677,-078.183662
